22.73,114.24 
22.73,114.30 
22.70,114.23 
22.73,114.29 
22.72,114.26 
22.75,114.38 
22.72,114.27 
22.72,114.27 
22.73,114.23 
22.72,114.27 
22.66,114.35 
22.72,114.25 
22.73,114.29 
22.75,114.29 
22.73,114.29 
22.75,114.27 
22.72,114.27 
22.72,114.27 
22.75,114.27 
22.75,114.29 
22.73,114.27 
22.73,114.23 
22.75,114.27 
22.74,114.29 
22.72,114.26 
22.73,114.29 
22.74,114.28 
22.73,114.30 
22.75,114.27 
22.74,114.30 
22.74,114.26 
22.71,114.24 
22.74,114.30 
22.66,114.35 
22.73,114.26 
22.73,114.30 
22.73,114.26 
22.73,114.26 
22.66,114.35 
22.74,114.27 
22.73,114.29 
22.72,114.27 
22.73,114.24 
22.71,114.24 
22.71,114.24 
22.66,114.35 
22.72,114.27 
22.74,114.27 
22.74,114.28 
22.70,114.24 
22.72,114.27 
22.66,114.35 
22.72,114.25 
22.72,114.26 
22.73,114.28 
22.72,114.25 
22.72,114.28 
22.73,114.27 
22.71,114.24 
22.72,114.25 
22.73,114.30 
22.73,114.29 
22.71,114.25 
22.74,114.28 
22.73,114.29 
22.72,114.28 
22.73,114.30 
22.73,114.30 
22.74,114.26 
22.73,114.24 
22.72,114.30 
22.73,114.24 
22.72,114.29 
22.74,114.29 
22.72,114.26 
22.72,114.26 
22.66,114.35 
22.72,114.30 
22.71,114.25 
22.73,114.28 
22.72,114.29 
22.70,114.24 
22.79,114.33 
22.72,114.27 
22.74,114.26 
22.70,114.23 
22.70,114.24 
22.73,114.28 
22.70,114.24 
22.73,114.23 
22.72,114.25 
22.72,114.25 
22.73,114.30 
22.73,114.24 
22.71,114.24 
22.74,114.29 
22.73,114.27 
22.73,114.28 
22.70,114.14 
22.74,114.29 
22.75,114.27 
22.72,114.27 
22.75,114.28 
22.73,114.23 
22.71,114.26 
22.73,114.25 
22.73,114.25 
22.71,114.26 
22.70,114.24 
22.66,114.35 
22.57,113.91 
22.70,114.24 
22.58,113.88 
22.58,113.89 
22.57,113.90 
22.73,114.30 
22.73,114.24 
22.57,113.90 
22.58,113.90 
22.57,113.89 
22.57,113.89 
22.57,113.91 
22.56,114.08 
22.58,113.91 
22.58,113.90 
22.58,113.86 
22.57,113.91 
22.57,113.89 
22.57,113.88 
22.57,113.88 
22.58,114.11 
22.59,113.87 
22.57,113.88 
22.58,113.91 
22.59,113.88 
22.58,113.87 
22.56,113.90 
22.59,113.88 
22.57,113.90 
22.59,113.91 
22.58,113.91 
22.57,113.88 
22.58,113.91 
22.58,113.91 
22.60,113.89 
22.58,113.91 
22.58,113.91 
22.58,113.91 
22.58,113.91 
22.57,113.90 
22.71,113.93 
22.58,113.91 
22.59,113.91 
22.58,113.89 
22.57,113.89 
22.58,113.91 
22.57,113.89 
22.59,113.89 
22.59,113.89 
22.59,113.89 
22.59,113.89 
22.61,113.86 
22.58,113.88 
22.57,113.89 
22.59,113.90 
22.59,113.92 
22.59,113.91 
22.59,113.90 
22.58,113.87 
22.59,113.91 
22.59,113.90 
22.59,113.92 
22.58,113.87 
22.57,113.89 
22.59,113.89 
22.59,113.89 
22.58,113.89 
22.59,113.90 
22.57,113.89 
22.58,113.86 
22.58,113.90 
22.58,113.90 
22.57,113.91 
22.59,113.89 
22.58,113.88 
22.56,113.90 
22.55,113.89 
22.57,113.88 
22.75,114.02 
22.56,113.89 
22.58,113.88 
22.56,113.91 
22.57,113.88 
22.57,113.90 
22.57,113.89 
22.58,113.92 
22.58,113.92 
22.59,113.87 
22.71,113.93 
22.59,113.87 
22.57,113.90 
22.58,113.92 
22.57,113.90 
22.59,113.87 
22.57,113.91 
22.58,113.89 
22.59,113.90 
22.57,113.89 
22.56,113.91 
22.57,113.88 
22.53,113.93 
22.56,113.88 
22.59,113.87 
22.57,113.89 
22.56,113.91 
22.56,113.91 
22.56,113.91 
22.58,113.88 
22.59,113.87 
23.13,113.43 
23.13,113.43 
23.13,113.43 
23.16,113.41 
23.13,113.43 
23.13,113.40 
23.13,113.43 
23.13,113.40 
23.12,113.43 
23.13,113.42 
23.12,113.43 
23.20,113.37 
23.17,113.39 
23.13,113.43 
23.13,113.39 
23.18,113.36 
23.16,113.35 
23.18,113.36 
23.14,113.36 
23.17,113.37 
23.13,113.41 
23.18,113.36 
23.17,113.35 
23.14,113.36 
23.18,113.36 
23.12,113.37 
23.19,113.34 
23.12,113.36 
23.12,113.37 
23.16,113.36 
23.12,113.38 
23.13,113.37 
23.16,113.34 
23.12,113.36 
23.12,113.36 
23.22,113.39 
23.17,113.34 
23.22,113.39 
23.12,113.43 
23.17,113.39 
23.12,113.42 
23.20,113.37 
23.19,113.35 
23.22,113.38 
23.21,113.39 
23.17,113.33 
23.12,113.38 
23.21,113.33 
23.16,113.42 
23.17,113.34 
23.13,113.34 
23.13,113.41 
23.13,113.34 
23.12,113.34 
23.13,113.34 
23.17,113.42 
23.16,113.30 
23.20,113.35 
23.17,113.39 
23.13,113.34 
23.16,113.31 
23.17,113.39 
23.13,113.41 
23.20,113.41 
23.15,113.35 
23.15,113.33 
23.15,113.35 
23.20,113.43 
23.14,113.35 
23.14,113.35 
23.15,113.35 
23.14,113.33 
23.13,113.42 
23.13,113.37 
23.14,113.33 
23.13,113.39 
23.14,113.39 
23.13,113.38 
23.13,113.39 
23.14,113.39 
23.13,113.39 
23.12,113.41 
23.18,113.36 
23.14,113.39 
23.14,113.40 
23.11,113.42 
23.11,113.42 
23.12,113.42 
23.15,113.31 
23.14,113.38 
23.14,113.35 
23.14,113.39 
23.16,113.35 
23.11,113.42 
23.15,113.32 
23.14,113.38 
23.17,113.33 
23.14,113.38 
23.14,113.37 
23.14,113.37 
23.14,113.38 
23.14,113.38 
23.17,113.33 
23.14,113.37 
23.19,113.34 
23.14,113.38 
23.13,113.39 
