22.57,113.98 
22.69,113.94 
22.58,113.96 
22.56,114.24 
22.56,113.95 
22.56,114.24 
22.55,113.97 
22.56,113.96 
22.50,113.90 
22.54,113.92 
22.52,113.93 
22.52,113.94 
22.55,113.98 
22.51,113.93 
22.50,113.94 
22.54,113.92 
22.52,113.92 
22.50,113.90 
22.55,113.97 
22.50,113.94 
22.49,113.93 
22.52,113.94 
22.52,113.94 
22.54,114.02 
22.54,114.00 
22.49,113.94 
22.52,113.92 
22.55,113.95 
22.56,113.98 
22.58,114.16 
22.54,114.13 
22.52,113.94 
22.55,113.96 
22.58,114.15 
22.55,114.13 
22.53,113.94 
22.76,114.04 
22.64,114.42 
22.71,114.07 
22.61,114.12 
22.66,114.07 
22.64,114.23 
22.74,114.26 
22.63,114.15 
22.65,114.03 
22.79,113.90 
22.70,114.24 
22.63,114.12 
22.64,114.20 
22.69,114.35 
22.63,114.06 
22.66,114.07 
22.75,114.38 
22.72,114.07 
22.64,114.23 
22.78,114.31 
22.59,113.91 
22.69,114.15 
22.60,114.06 
22.64,114.07 
22.66,114.07 
22.62,114.16 
22.64,114.42 
22.78,114.30 
22.72,114.28 
22.67,114.22 
22.66,114.03 
22.66,114.08 
22.66,114.21 
22.74,113.82 
22.72,114.32 
22.52,114.05 
22.65,114.21 
22.53,114.08 
22.60,114.13 
22.65,113.94 
22.74,114.29 
22.74,113.82 
22.74,114.00 
22.63,114.04 
22.75,114.03 
22.62,114.15 
22.68,114.00 
22.67,114.02 
22.69,113.82 
22.76,113.85 
22.73,113.83 
22.78,113.92 
22.71,113.81 
22.70,113.97 
22.65,114.05 
22.72,114.06 
22.68,113.83 
22.71,113.82 
22.61,113.87 
22.73,114.06 
22.68,113.83 
22.68,113.82 
22.73,113.83 
22.61,114.04 
22.73,114.07 
22.65,113.93 
22.71,114.07 
22.56,113.89 
22.67,113.83 
22.59,114.13 
22.67,113.92 
22.70,113.84 
22.56,113.91 
22.71,113.93 
22.63,113.85 
22.56,113.90 
22.67,114.04 
22.60,113.86 
22.69,113.81 
22.71,114.10 
22.73,114.07 
22.61,113.87 
22.58,113.91 
22.56,113.89 
22.74,114.28 
22.58,113.89 
22.58,113.91 
22.54,113.92 
22.77,113.86 
23.17,113.67 
23.17,113.39 
23.16,113.34 
23.17,113.42 
23.13,113.35 
23.13,113.42 
23.14,113.39 
23.19,113.60 
23.12,113.41 
23.14,113.37 
23.20,113.41 
23.12,113.36 
23.20,113.37 
23.10,113.55 
23.12,113.56 
23.11,113.49 
23.12,113.41 
23.17,113.34 
23.14,113.39 
23.14,113.33 
23.12,113.42 
23.16,113.34 
23.11,113.45 
23.11,113.45 
23.19,113.45 
23.11,113.49 
23.10,113.48 
23.08,113.43 
23.12,113.54 
23.11,113.49 
23.10,113.49 
23.15,113.52 
23.05,113.29 
23.11,113.28 
22.93,113.42 
23.40,113.35 
23.09,113.53 
